title,city,sector,url,linkedBlueprint,,,,saksalaisten
Beratung Modernisierung Mehrfamilienhäuser,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/gebaude/wohngebaude/beratung-modernisierung-mehrfamilienhauser,PV-Belegung aller kommuneneigenen Dachflächen,,,,Beratung zu Gebäudesanierung und Heizungstausch. Das kann z.B.: über Verbraucherzentrale (kostenneutral) oder über Mittel aus Städtebauförderung (z.B. über Ausweisung von Sanierungsgebieten) ablaufen *Klare an Zielgruppe angepasste Angebote:- Eigentümer:innen von Ein- und Zweifamilienhäusern - Wohungseigentümergemeinschaften- Genossenschaften- privaten Großeigentümern
Beratung von Gewerbetreibenden,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/gebaude/nichtwohngebaude/beratung-von-gewerbetreibenden,PV-Belegung aller kommuneneigenen Dachflächen,,,,Beratung von und Unterstützung für Unternehmen: *Branchenspezifische Beratung zu Energieeinsparung und Fördermitteln *Umstellung Heizung und Energieversorgung *Energiemanagement in Unternehmen und mögliche Förderungen *Paketlösungen durch die Stadtwerke
Klima- und Nachhaltigkeitsaktivitäten an Schulen,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/sonstiges/gesellschaftliche-transformation/klima-und-nachhaltigkeitsaktivitaten-an-schulen,PV-Belegung aller kommuneneigenen Dachflächen,,,,"Umstellung des Verpflegungsangebotes auf überwiegend ökologische vegetarische Ernährungsform in Kantinen der Schulen, Krankenhäuser und Pflegeeinrichtungen mit öffentlicher Trägerschaft"
Klimakompensation natürliche und technische Senken,Bremen,Strom,https://monitoring.localzero.net/aachen/massnahmen/sonstiges/kompensation/klimakompensation-naturliche-und-technische-senken,PV-Belegung aller kommuneneigenen Dachflächen,,,,Unterstützung/Aufbau von oder Zusammenarbeit mit Energiegenossenschaften
Ausbau von Freiflächen-Photovoltaikanlagen,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Bau von PV-Flächenanlagen ermöglichen und unterstützen
Photovoltaik auf kommunalen Dächern,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,PV-Belegung aller kommuneneigenen Dachflächen
Ökostrom für kommunale Liegenschaften,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Kommune bezieht für alle eigenen Liegenschaften nur noch qualifizierten Ökostrom
Kommunale Wärmeplanung,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Wärmeplanung beauftragen bzw. erstellen gemäß Wärmeplanungsgesetz bzw. Landesgesetz
Dekarbonisierung der Fernwärme,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Dekarbonisierung bestehender Fernwärmenetze und Ausbau grüner Wärmenetze durch erneuerbare Wärmequellen
Wärmeversorgung Gebäude ohne Fernwärmeanschluss,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Dekarbonisierung bestehender Fernwärmenetze und Ausbau grüner Wärmenetze durch Erschließung erneuerbarer Wärmequellen
Windanlagen,Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/energie/strom/windanlagen,PV-Belegung aller kommuneneigenen Dachflächen,,,,Bau von Windenergieanlagen ermöglichen und Errichtung unterstützen
Solaranlagen auf städtischen Liegenschaften (B4),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/energie/strom/solaranlagen-auf-stadtischen-liegenschaften-b4,PV-Belegung aller kommuneneigenen Dachflächen,,,,PV-Belegung aller kommuneneigenen Dachflächen
Kommunale PV-Flächenanlagen,Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/energie/strom/kommunale-pv-flachenanlagen,PV-Belegung aller kommuneneigenen Dachflächen,,,,Bau von PV-Flächenanlagen ermöglichen und unterstützen
Ökostrom für Kommune,Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/energie/strom/okostrom-fur-kommune,PV-Belegung aller kommuneneigenen Dachflächen,,,,Kommune bezieht für alle eigenen Liegenschaften nur noch qualifizierten Ökostrom
Wärmeversorgung durch Wärmenetze (B10),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/energie/warme/warmeversorgung-durch-warmenetze-b10,PV-Belegung aller kommuneneigenen Dachflächen,,,,Dekarbonisierung bestehender Fernwärmenetze und Ausbau grüner Wärmenetze durch Erschließung erneuerbarer Wärmequellen
Wärmeplanung (B11),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/energie/warme/warmeplanung-b11,PV-Belegung aller kommuneneigenen Dachflächen,,,,Wärmeplanung beauftragen bzw. erstellen gemäß Wärmeplanungsgesetz bzw. Landesgesetz
Wärmeplanung umsetzen,Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/energie/warme/warmeplanung-umsetzen,PV-Belegung aller kommuneneigenen Dachflächen,,,,Wärmeplanung beauftragen bzw. erstellen gemäß Wärmeplanungsgesetz bzw. Landesgesetz
Sanierung kommunaler Gebäude,Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/energie/gebaude/sanierung-kommunaler-gebaude,PV-Belegung aller kommuneneigenen Dachflächen,,,,Umfassende energetische Gebäudesanierung der kommunalen Liegenschaften und kommunalen Wohhnungsbaugesellschaften
Sanierung von Quartieren,Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/energie/gebaude/sanierung-von-quartieren,PV-Belegung aller kommuneneigenen Dachflächen,,,,Energetische Quartierssanierung
Kommunale Liegenschaften (B2),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/energie/gebaude/kommunale-liegenschaften-b2,PV-Belegung aller kommuneneigenen Dachflächen,,,,PV-Belegung aller kommuneneigenen Dachflächen
Klimaschutz als Führungsaufgabe,Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/energie/industrie-wirtschaft/klimaschutz-als-fuhrungsaufgabe,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ist Klimaschutz als Schnittstellenthema verankert?
PV-Anlagen auf Gewerbedächern,Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/energie/industrie-wirtschaft/pv-anlagen-auf-gewerbedachern,PV-Belegung aller kommuneneigenen Dachflächen,,,,PV-Pflicht bei Neubauten
PV-Flächenanlagen,Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/energie/industrie-wirtschaft/pv-flachenanlagen,PV-Belegung aller kommuneneigenen Dachflächen,,,,Bau von PV-Flächenanlagen ermöglichen und unterstützen
Energieverbrauch von Krankenhäusern,Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/energie/konzern-hansestadt-luneburg-a10/energieverbrauch-von-krankenhausern,PV-Belegung aller kommuneneigenen Dachflächen,,,,Energieverbrauch Krankenhäuser senken (kommunale Krankenhäuser)
Lüneburger Wohnungsbau GmbH (A10.1),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/energie/konzern-hansestadt-luneburg-a10/luneburger-wohnungsbau-gmbh-a101,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
"Abwasser, Grün & Lüneburger Service GmbH (A10.2)",Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/energie/konzern-hansestadt-luneburg-a10/abwasser-grun-luneburger-service-gmbh-a102,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
Hafen Lüneburg GmbH (A10.3),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/energie/konzern-hansestadt-luneburg-a10/hafen-luneburg-gmbh-a103,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
Gesellschaft für Abfallwirtschaft Lüneburg (A10.4),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/energie/konzern-hansestadt-luneburg-a10/gesellschaft-fur-abfallwirtschaft-luneburg-a104,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
Gesundheitsholding (A10.5),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/energie/konzern-hansestadt-luneburg-a10/gesundheitsholding-a105,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
Klimaschutz-Checkliste für die Stadtplanung (B3),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/energie/stadtverwaltung/klimaschutz-checkliste-fur-die-stadtplanung-b3,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
Klimaschutz-Leitlinien für Beschaffung (B1),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/energie/stadtverwaltung/klimaschutz-leitlinien-fur-beschaffung-b1,PV-Belegung aller kommuneneigenen Dachflächen,,,,Richtlinien für allgemeines nachhaltiges Beschaffungswesen (inkl. Baustoffen)
Kommunaler Maschinenpark (B12),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/energie/stadtverwaltung/kommunaler-maschinenpark-b12,PV-Belegung aller kommuneneigenen Dachflächen,,,,Umstellung kommunaler Fuhrpark und Angebote für Mitarbeiter:innen
Nachhaltiger Urbaner Mobilitätsplan /NUMP (C7+),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/mobilitat/nachhaltiger-urbaner-mobilitatsplan-nump-c7,PV-Belegung aller kommuneneigenen Dachflächen,,,,Mobilitätsplanung mit Fokus auf Ausbau Rad- und Fußinfrastruktur und ÖPNV-Entwicklung
Verkehrsraum fair aufteilen,Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/mobilitat/verkehrsraum-fair-aufteilen,PV-Belegung aller kommuneneigenen Dachflächen,,,,Reduktion der MIV Flächen: flächendeckendes Parkraummanagement
Parkzonen und Parkgebühren (C9+),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/mobilitat/auto/parkzonen-und-parkgebuhren-c9,PV-Belegung aller kommuneneigenen Dachflächen,,,,Reduktion der MIV Flächen: flächendeckendes Parkraummanagement
Geschwindigkeitsbegrenzungen,Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/mobilitat/auto/geschwindigkeitsbegrenzungen,PV-Belegung aller kommuneneigenen Dachflächen,,,,Einführung von Geschwindigkeitsbegrenzungen
Car Sharing (C6),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/mobilitat/auto/car-sharing-c6,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
Ladeinfrastruktur (C3),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/mobilitat/auto/ladeinfrastruktur-c3,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ausbau E-Ladestruktur
Fußwege an Hauptverkehrsstraßen (C9+),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/mobilitat/zu-fu/fuwege-an-hauptverkehrsstraen-c9,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
Sanierung Fußwege (C9+),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/mobilitat/zu-fu/sanierung-fuwege-c9,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
Mikromängel an Fußwegen (C9+),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/mobilitat/zu-fu/mikromangel-an-fuwegen-c9,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
Radverkehrsinfrastruktur (C9+),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/mobilitat/fahrrad/radverkehrsinfrastruktur-c9,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ausbau Radverkehr
Radverkehrsstrategie 2025 (C7+),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/mobilitat/fahrrad/radverkehrsstrategie-2025-c7,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
Radwege an Hauptverkehrsstraßen (C9+),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/mobilitat/fahrrad/radwege-an-hauptverkehrsstraen-c9,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ausbau Radverkehr
Sanierung Radwege (C9+),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/mobilitat/fahrrad/sanierung-radwege-c9,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
Fahrradstraßenring (C7+),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/mobilitat/fahrrad/fahrradstraenring-c7,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
Fahrradstraßen (C7+),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/mobilitat/fahrrad/fahrradstraen-c7,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
Fahrradparken (C2),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/mobilitat/fahrrad/fahrradparken-c2,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
Mikromängel an Radwegen (C9+),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/mobilitat/fahrrad/mikromangel-an-radwegen-c9,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
Radverleihsysteme (C4),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/mobilitat/fahrrad/radverleihsysteme-c4,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
ÖPNV-Infrastruktur,Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/mobilitat/opnv/opnv-infrastruktur-c9,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ausbau und Attraktivierung des ÖPNV-Angebotes
ÖPNV Elektrifizierung,Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/mobilitat/opnv/opnv-elektrifizierung,PV-Belegung aller kommuneneigenen Dachflächen,,,,Einkauf von Elektrobussen für den ÖPNV
"Mobilitätsstationen (C8, C9+)",Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/mobilitat/opnv/mobilitatsstationen-c8-c9,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
MOIN: ÖPNV modernisieren,Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/mobilitat/opnv/moin-opnv-modernisieren,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
Ernährung in öffentlichen Kantinen,Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/ernahrung-landwirtschaft-natur/ernahrung-in-offentlichen-kantinen,PV-Belegung aller kommuneneigenen Dachflächen,,,,Umstellung des Verpflegungsangebotes auf überwiegend ökologische vegetarische Ernährungsform
Umweltfreundliche Landwirtschaft,Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/ernahrung-landwirtschaft-natur/umweltfreundliche-landwirtschaft,PV-Belegung aller kommuneneigenen Dachflächen,,,,Beratungs- und Förderangebote zur Umstellung auf ökologische und regenerative Landwirtschaft
Bürgerbeteiligung ,Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/beratung-kommunikation-bildung/burgerbeteiligung,PV-Belegung aller kommuneneigenen Dachflächen,,,,Gibt es strukturierte Möglichkeiten der Mitbestimmung der Zivilgesellschaft?
Solardachkataster (A14),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/beratung-kommunikation-bildung/solardachkataster-a14,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
Wärmekataster (A16),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/beratung-kommunikation-bildung/warmekataster-a16,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
"Klimafonds/Förderprogramme (A3, B5, B6)",Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/beratung-kommunikation-bildung/klimafonds-forderprogramme-a3-b5-b6,PV-Belegung aller kommuneneigenen Dachflächen,,,,Einrichtung eines Klimaschutzfonds
"Wohnungsgenossenschaften, private Großeigentümer",Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/beratung-kommunikation-bildung/wohnungsgenossenschaften-private-groeigentumer,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
Treibhausgas-Bilanzierung,Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/beratung-kommunikation-bildung/treibhausgas-bilanzierung,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
PV-Ausbau und Energie-Contracting,Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/beratung-kommunikation-bildung/industrie-und-gewerbe/pv-ausbau-und-energie-contracting,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
Energieeefizienz in Unternehmen (B9),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/beratung-kommunikation-bildung/industrie-und-gewerbe/energieeffizienz-in-unternehmen-b9,PV-Belegung aller kommuneneigenen Dachflächen,,,,Beratung von und Unterstützung für Unternehmen
Industrie (A11),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/beratung-kommunikation-bildung/industrie-und-gewerbe/industrie-a11,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
Gewerbe (A12),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/beratung-kommunikation-bildung/industrie-und-gewerbe/gewerbe-a12,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
"Klimaschutz daheim (B7, A4, A5, A6, A13)",Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/beratung-kommunikation-bildung/private-haushalte/klimaschutz-daheim-b7-a4-a5-a6-a13,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
Stadtradeln (C1),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/beratung-kommunikation-bildung/private-haushalte/stadtradeln-c1,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
Klimabewusstes Bauen und Sanieren (B8),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/beratung-kommunikation-bildung/private-haushalte/klimabewusstes-bauen-und-sanieren-b8,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ambitionierte Leitlinien für Neubauten und Sanierung bei kommunalen Bau- bzw. Sanierungsprojekten
Informationskampagnen in Quartieren (A17),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/beratung-kommunikation-bildung/private-haushalte/informationskampagnen-in-quartieren-a17,PV-Belegung aller kommuneneigenen Dachflächen,,,,Start wirksamer Kampagnen
"Bereiche Soziales, Familie und Jugend (A18, A19)",Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/beratung-kommunikation-bildung/private-haushalte/bereiche-soziales-familie-und-jugend-a18-a19,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
Mobilitätsmanagement in der Verwaltung (C5),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/beratung-kommunikation-bildung/stadtverwaltung/mobilitatsmanagement-in-der-verwaltung-c5,PV-Belegung aller kommuneneigenen Dachflächen,,,,Unterstützung und Begleitung des betrieblichen Mobilitätsmanagement
"Schulungen zum Klimaschutz (A7, A8, A9)",Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/beratung-kommunikation-bildung/stadtverwaltung/schulungen-zum-klimaschutz-a7-a8-a9,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
Sportvereine (A20),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/beratung-kommunikation-bildung/stadtverwaltung/sportvereine-a20,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
(nn1),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/ubersicht-i-manahmen-des-klimaschutzplans/klimaanpassung-uberblick/nn1,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
(nn3),Bremen,Strom,https://monitoring.localzero.net/hansestadt-luneburg/massnahmen/ubersicht-i-manahmen-des-klimaschutzplans/bearbeitungshistorie/nn3,PV-Belegung aller kommuneneigenen Dachflächen,,,,cannot be found
Fortschreibung des FES sowie des Bauzentrums,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Klimaneutrale Energieversorgung durch Bauleitplanung und städtebauliche Verträge
Sanierung der städtischen Wohnungen,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Umfassende energetische Gebäudesanierung der kommunalen Liegenschaften und Wohnungsbaugesellschaften
Corporate Carbon Footprint (CCF),Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Einrichtung eines kommunalen Energiemanagements
Kombination Gründächer und PV,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,PV-Belegung aller kommuneneigenen Dachflächen
Umbau fossile Fernwärme in Geothermie bis 2035,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Dekarbonisierung bestehender Fernwärmenetze und Ausbau grüner Wärmenetze durch erneuerbare Wärmequellen
Dekarbonisierung dezentraler Heizanlagen,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Dekarbonisierung bestehender Fernwärmenetze und Ausbau grüner Wärmenetze durch erneuerbare Wärmequellen
Photovoltaik-Ausbau ,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,PV-Belegung aller kommuneneigenen Dachflächen
"CO2-Minderung durch ""Raus aus der Kohle"" bis 2022",Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Klimaneutrale Energieversorgung durch Bauleitplanung und städtebauliche Verträge
ÖPNV Leistung kontinuierlich steigern,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ausbau und Attraktivierung des ÖPNV-Angebotes
80% klimafreundlicher Verkehr bis 2025,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Mobilitätsplanung mit Fokus auf Ausbau Rad- und Fußinfrastruktur und ÖPNV-Entwicklung
Ausbau der Ladeinfrastruktur für E-Mobilität,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ausbau E-Ladestruktur
Klimaneutral angetriebene Busse,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Einkauf von Elektrobussen für den ÖPNV
Umstellung aller Taxis auf Elektroantriebe,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Umstellung kommunaler Fuhrpark und Angebote für Mitarbeiter
"U-Bahn-Ausbau: Bau der U9, Verlängerung der U5",Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Mobilitätsplanung mit Fokus auf Ausbau Rad- und Fußinfrastruktur und ÖPNV-Entwicklung
Altstadt-Radlring gebaut bis 2025,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Ausbau Radverkehr
Steigerung der Neuzulassungen elektrischer PKWs,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Schaffung von Anreizen für reduzierte PKW-Nutzung
Kompensation über Moor-Wiedervernässung,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Unterstützung bzw. Koordination der Moor-Wiedervernässung
Potenzialanalyse PV-Freiflächenanlagen,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Bau von PV-Flächenanlagen ermöglichen und unterstützen
PV auf allen städtischen Dächern,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,PV-Belegung aller kommuneneigenen Dachflächen
Kommunale gesamtstädtische Wärmeplanung,Bremen,Strom,LocalZero Monitoring,PV-Belegung aller kommuneneigenen Dachflächen,,,,Wärmeplanung beauftragen bzw. erstellen gemäß Wärmeplanungsgesetz bzw. Landesgesetz
Pflanzung von Bäumen,Bremen,Wärme,LocalZero Monitoring,Förderprogramme für PV-Anlagen,,,,asdasd
